Compilation;Date;Value;plotParameter;Order
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-09-26;1223961.6438356;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-10-09;1231726.0273973;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-10-22;1239490.4109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-11-04;1247254.7945205;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-11-17;1255019.1780822;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-11-30;1262783.5616438;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-12-13;1270547.9452055;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2005-12-26;1278312.3287671;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-01-08;1286076.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-01-21;1293841.0958904;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-02-03;1301605.4794521;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-02-16;1309369.8630137;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-03-01;1317134.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-03-14;1324898.630137;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-03-27;1332663.0136986;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-04-09;1340427.3972603;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-04-22;1348191.7808219;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-05-05;1355956.1643836;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-05-18;1363720.5479452;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-05-31;1371484.9315068;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-06-13;1379249.3150685;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-06-26;1387013.6986301;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-07-09;1396509.5890411;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-07-22;1407087.6712329;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-08-04;1417665.7534247;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-08-17;1428243.8356164;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-08-30;1438821.9178082;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-09-12;1449400;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-09-25;1459978.0821918;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-10-08;1470556.1643836;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-10-21;1481134.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-11-03;1491712.3287671;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-11-16;1502290.4109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-11-29;1512868.4931507;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-12-12;1523446.5753425;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2006-12-25;1534024.6575342;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-01-07;1544602.739726;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-01-20;1555180.8219178;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-02-02;1565758.9041096;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-02-15;1576336.9863014;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-02-28;1586915.0684932;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-03-13;1597493.1506849;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-03-26;1608071.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-04-08;1618649.3150685;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-04-21;1629227.3972603;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-05-04;1639805.4794521;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-05-17;1650383.5616438;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-05-30;1660961.6438356;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-06-12;1671539.7260274;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-06-25;1682117.8082192;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-07-08;1693043.715847;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-07-21;1704267.7595628;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-08-03;1715491.8032787;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-08-16;1726715.8469945;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-08-29;1737939.8907104;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-09-11;1749163.9344262;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-09-24;1760387.9781421;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-10-07;1771612.0218579;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-10-20;1782836.0655738;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-11-02;1794060.1092896;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-11-15;1805284.1530055;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-11-28;1816508.1967213;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-12-11;1827732.2404372;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2007-12-24;1838956.284153;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-01-06;1850180.3278689;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-01-19;1861404.3715847;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-02-01;1872628.4153005;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-02-14;1883852.4590164;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-02-27;1895076.5027322;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-03-11;1906300.5464481;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-03-24;1917524.5901639;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-04-06;1928748.6338798;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-04-19;1939972.6775956;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-05-02;1951196.7213115;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-05-15;1962420.7650273;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-05-28;1973644.8087432;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-06-10;1984868.852459;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-06-23;1996092.8961749;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-07-06;2006616.4383562;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-07-19;2016019.1780822;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-08-01;2025421.9178082;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-08-14;2034824.6575342;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-08-27;2044227.3972603;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-09-09;2053630.1369863;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-09-22;2063032.8767123;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-10-05;2072435.6164384;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-10-18;2081838.3561644;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-10-31;2091241.0958904;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-11-13;2100643.8356164;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-11-26;2110046.5753425;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-12-09;2119449.3150685;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2008-12-22;2128852.0547945;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-01-04;2138254.7945205;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-01-17;2147657.5342466;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-01-30;2157060.2739726;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-02-12;2166463.0136986;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-02-25;2175865.7534247;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-03-10;2185268.4931507;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-03-23;2194671.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-04-05;2204073.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-04-18;2213476.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-05-01;2222879.4520548;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-05-14;2232282.1917808;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-05-27;2241684.9315068;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-06-09;2251087.6712329;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-06-22;2260490.4109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-07-05;2269356.1643836;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-07-18;2277013.6986301;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-07-31;2284671.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-08-13;2292328.7671233;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-08-26;2299986.3013699;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-09-08;2307643.8356164;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-09-21;2315301.369863;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-10-04;2322958.9041096;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-10-17;2330616.4383562;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-10-30;2338273.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-11-12;2345931.5068493;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-11-25;2353589.0410959;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-12-08;2361246.5753425;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2009-12-21;2368904.109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-01-03;2376561.6438356;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-01-16;2384219.1780822;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-01-29;2391876.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-02-11;2399534.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-02-24;2407191.7808219;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-03-09;2414849.3150685;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-03-22;2422506.8493151;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-04-04;2430164.3835616;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-04-17;2437821.9178082;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-04-30;2445479.4520548;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-05-13;2453136.9863014;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-05-26;2460794.5205479;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-06-08;2468452.0547945;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-06-21;2476109.5890411;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-07-04;2483676.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-07-17;2490942.4657534;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-07-30;2498208.2191781;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-08-12;2505473.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-08-25;2512739.7260274;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-09-07;2520005.4794521;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-09-20;2527271.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-10-03;2534536.9863014;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-10-16;2541802.739726;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-10-29;2549068.4931507;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-11-11;2556334.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-11-24;2563600;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-12-07;2570865.7534247;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2010-12-20;2578131.5068493;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-01-02;2585397.260274;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-01-15;2592663.0136986;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-01-28;2599928.7671233;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-02-10;2607194.5205479;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-02-23;2614460.2739726;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-03-08;2621726.0273973;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-03-21;2628991.7808219;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-04-03;2636257.5342466;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-04-16;2643523.2876712;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-04-29;2650789.0410959;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-05-12;2658054.7945205;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-05-25;2665320.5479452;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-06-07;2672586.3013699;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-06-20;2679852.0547945;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-07-03;2687174.863388;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-07-16;2694811.4754098;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-07-29;2702448.0874317;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-08-11;2710084.6994536;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-08-24;2717721.3114754;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-09-06;2725357.9234973;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-09-19;2732994.5355191;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-10-02;2740631.147541;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-10-15;2748267.7595628;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-10-28;2755904.3715847;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-11-10;2763540.9836066;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-11-23;2771177.5956284;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-12-06;2778814.2076503;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2011-12-19;2786450.8196721;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-01-01;2794087.431694;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-01-14;2801724.0437158;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-01-27;2809360.6557377;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-02-09;2816997.2677596;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-02-22;2824633.8797814;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-03-06;2832270.4918033;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-03-19;2839907.1038251;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-04-01;2847543.715847;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-04-14;2855180.3278689;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-04-27;2862816.9398907;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-05-10;2870453.5519126;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-05-23;2878090.1639344;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-06-05;2885726.7759563;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-06-18;2893363.3879781;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-07-01;2901000;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-07-14;2909084.9315068;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-07-27;2917169.8630137;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-08-09;2925254.7945205;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-08-22;2933339.7260274;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-09-04;2941424.6575342;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-09-17;2949509.5890411;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-09-30;2957594.5205479;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-10-13;2965679.4520548;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-10-26;2973764.3835616;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-11-08;2981849.3150685;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-11-21;2989934.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-12-04;2998019.1780822;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-12-17;3006104.109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2012-12-30;3014189.0410959;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-01-12;3022273.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-01-25;3030358.9041096;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-02-07;3038443.8356164;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-02-20;3046528.7671233;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-03-05;3054613.6986301;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-03-18;3062698.630137;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-03-31;3070783.5616438;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-04-13;3078868.4931507;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-04-26;3086953.4246575;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-05-09;3095038.3561644;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-05-22;3103123.2876712;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-06-04;3111208.2191781;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-06-17;3119293.1506849;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-06-30;3127378.0821918;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-07-13;3132569.8630137;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-07-26;3137520.5479452;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-08-08;3142471.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-08-21;3147421.9178082;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-09-03;3152372.6027397;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-09-16;3157323.2876712;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-09-29;3162273.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-10-12;3167224.6575342;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-10-25;3172175.3424658;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-11-07;3177126.0273973;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-11-20;3182076.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-12-03;3187027.3972603;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-12-16;3191978.0821918;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2013-12-29;3196928.7671233;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-01-11;3201879.4520548;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-01-24;3206830.1369863;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-02-06;3211780.8219178;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-02-19;3216731.5068493;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-03-04;3221682.1917808;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-03-17;3226632.8767123;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-03-30;3231583.5616438;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-04-12;3236534.2465753;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-04-25;3241484.9315068;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-05-08;3246435.6164384;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-05-21;3251386.3013699;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-06-03;3256336.9863014;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-06-16;3261287.6712329;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-06-29;3266238.3561644;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-07-12;3268476.7123288;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-07-25;3270221.9178082;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-08-07;3271967.1232877;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-08-20;3273712.3287671;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-09-02;3275457.5342466;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-09-15;3277202.739726;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-09-28;3278947.9452055;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-10-11;3280693.1506849;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-10-24;3282438.3561644;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-11-06;3284183.5616438;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-11-19;3285928.7671233;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-12-02;3287673.9726027;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-12-15;3289419.1780822;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2014-12-28;3291164.3835616;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-01-10;3292909.5890411;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-01-23;3294654.7945205;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-02-05;3296400;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-02-18;3298145.2054795;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-03-03;3299890.4109589;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-03-16;3301635.6164384;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-03-29;3303380.8219178;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-04-11;3305126.0273973;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-04-24;3306871.2328767;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-05-07;3308616.4383562;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-05-20;3310361.6438356;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-06-02;3312106.8493151;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-06-15;3313852.0547945;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-06-28;3315597.260274;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-07-11;3318404.3715847;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-07-24;3321530.0546448;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-08-06;3324655.7377049;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-08-19;3327781.420765;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-09-01;3330907.1038251;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-09-14;3334032.7868852;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-09-27;3337158.4699454;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-10-10;3340284.1530055;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-10-23;3343409.8360656;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-11-05;3346535.5191257;1;12
"CERI 2003 - Total Production - Case 1:  Unconstrained Supply";2015-11-18;3349661.2021858;1;12
