Compilation;Date;Value;plotParameter
"NEB 2003 - Techno-Vert";2005-11-12;1284964.2976453;1
"NEB 2003 - Techno-Vert";2005-11-23;1286884.2729833;1
"NEB 2003 - Techno-Vert";2005-12-04;1289191.0397845;1
"NEB 2003 - Techno-Vert";2005-12-15;1291497.8065857;1
"NEB 2003 - Techno-Vert";2005-12-26;1293804.5733868;1
"NEB 2003 - Techno-Vert";2006-01-06;1296111.340188;1
"NEB 2003 - Techno-Vert";2006-01-17;1298418.1069892;1
"NEB 2003 - Techno-Vert";2006-01-28;1300724.8737904;1
"NEB 2003 - Techno-Vert";2006-02-08;1303031.6405915;1
"NEB 2003 - Techno-Vert";2006-02-19;1305338.4073927;1
"NEB 2003 - Techno-Vert";2006-03-02;1307645.1741939;1
"NEB 2003 - Techno-Vert";2006-03-13;1309951.940995;1
"NEB 2003 - Techno-Vert";2006-03-24;1312258.7077962;1
"NEB 2003 - Techno-Vert";2006-04-04;1314565.4745974;1
"NEB 2003 - Techno-Vert";2006-04-15;1316872.2413985;1
"NEB 2003 - Techno-Vert";2006-04-26;1319179.0081997;1
"NEB 2003 - Techno-Vert";2006-05-07;1321485.7750009;1
"NEB 2003 - Techno-Vert";2006-05-18;1323792.5418021;1
"NEB 2003 - Techno-Vert";2006-05-29;1326099.3086032;1
"NEB 2003 - Techno-Vert";2006-06-09;1328406.0754044;1
"NEB 2003 - Techno-Vert";2006-06-20;1330712.8422056;1
"NEB 2003 - Techno-Vert";2006-07-01;1333019.6090067;1
"NEB 2003 - Techno-Vert";2006-07-12;1335326.3758079;1
"NEB 2003 - Techno-Vert";2006-07-23;1337633.1426091;1
"NEB 2003 - Techno-Vert";2006-08-03;1339939.9094102;1
"NEB 2003 - Techno-Vert";2006-08-14;1342246.6762114;1
"NEB 2003 - Techno-Vert";2006-08-25;1344553.4430126;1
"NEB 2003 - Techno-Vert";2006-09-05;1346860.2098137;1
"NEB 2003 - Techno-Vert";2006-09-16;1349166.9766149;1
"NEB 2003 - Techno-Vert";2006-09-27;1351473.7434161;1
"NEB 2003 - Techno-Vert";2006-10-08;1353780.5102173;1
"NEB 2003 - Techno-Vert";2006-10-19;1356087.2770184;1
"NEB 2003 - Techno-Vert";2006-10-30;1358394.0438196;1
"NEB 2003 - Techno-Vert";2006-11-10;1360700.8106208;1
"NEB 2003 - Techno-Vert";2006-11-21;1363007.5774219;1
"NEB 2003 - Techno-Vert";2006-12-02;1365302.7681984;1
"NEB 2003 - Techno-Vert";2006-12-13;1367482.1987276;1
"NEB 2003 - Techno-Vert";2006-12-24;1369661.6292568;1
"NEB 2003 - Techno-Vert";2007-01-04;1371841.0597861;1
"NEB 2003 - Techno-Vert";2007-01-15;1374020.4903153;1
"NEB 2003 - Techno-Vert";2007-01-26;1376199.9208445;1
"NEB 2003 - Techno-Vert";2007-02-06;1378578.5205968;1
"NEB 2003 - Techno-Vert";2007-02-17;1381031.8088078;1
"NEB 2003 - Techno-Vert";2007-02-28;1383485.0970187;1
"NEB 2003 - Techno-Vert";2007-03-11;1385285.8114669;1
"NEB 2003 - Techno-Vert";2007-03-22;1387021.2685387;1
"NEB 2003 - Techno-Vert";2007-04-02;1388756.7256106;1
"NEB 2003 - Techno-Vert";2007-04-13;1390492.1826824;1
"NEB 2003 - Techno-Vert";2007-04-24;1392227.6397543;1
"NEB 2003 - Techno-Vert";2007-05-05;1393963.0968262;1
"NEB 2003 - Techno-Vert";2007-05-16;1395698.553898;1
"NEB 2003 - Techno-Vert";2007-05-27;1397434.0109699;1
"NEB 2003 - Techno-Vert";2007-06-07;1399708.2193134;1
"NEB 2003 - Techno-Vert";2007-06-18;1402184.4593838;1
"NEB 2003 - Techno-Vert";2007-06-29;1404660.6994541;1
"NEB 2003 - Techno-Vert";2007-07-10;1407136.9395245;1
"NEB 2003 - Techno-Vert";2007-07-21;1408831.2896593;1
"NEB 2003 - Techno-Vert";2007-08-01;1410232.4310682;1
"NEB 2003 - Techno-Vert";2007-08-12;1411633.5724772;1
"NEB 2003 - Techno-Vert";2007-08-23;1413034.7138862;1
"NEB 2003 - Techno-Vert";2007-09-03;1414435.8552951;1
"NEB 2003 - Techno-Vert";2007-09-14;1415836.9967041;1
"NEB 2003 - Techno-Vert";2007-09-25;1417238.138113;1
"NEB 2003 - Techno-Vert";2007-10-06;1418639.279522;1
"NEB 2003 - Techno-Vert";2007-10-17;1420040.4209309;1
"NEB 2003 - Techno-Vert";2007-10-28;1421441.5623399;1
"NEB 2003 - Techno-Vert";2007-11-08;1422842.7037489;1
"NEB 2003 - Techno-Vert";2007-11-19;1424243.8451578;1
"NEB 2003 - Techno-Vert";2007-11-30;1425644.9865668;1
"NEB 2003 - Techno-Vert";2007-12-11;1427046.1279757;1
"NEB 2003 - Techno-Vert";2007-12-22;1428447.2693847;1
"NEB 2003 - Techno-Vert";2008-01-02;1429848.4107937;1
"NEB 2003 - Techno-Vert";2008-01-13;1431143.792016;1
"NEB 2003 - Techno-Vert";2008-01-24;1432157.146074;1
"NEB 2003 - Techno-Vert";2008-02-04;1433170.500132;1
"NEB 2003 - Techno-Vert";2008-02-15;1434183.8541899;1
"NEB 2003 - Techno-Vert";2008-02-26;1435197.2082479;1
"NEB 2003 - Techno-Vert";2008-03-08;1436210.5623059;1
"NEB 2003 - Techno-Vert";2008-03-19;1437512.6535268;1
"NEB 2003 - Techno-Vert";2008-03-30;1438843.618464;1
"NEB 2003 - Techno-Vert";2008-04-10;1440174.5834012;1
"NEB 2003 - Techno-Vert";2008-04-21;1441505.5483385;1
"NEB 2003 - Techno-Vert";2008-05-02;1442836.5132757;1
"NEB 2003 - Techno-Vert";2008-05-13;1444167.4782129;1
"NEB 2003 - Techno-Vert";2008-05-24;1445498.4431501;1
"NEB 2003 - Techno-Vert";2008-06-04;1446829.4080873;1
"NEB 2003 - Techno-Vert";2008-06-15;1448160.3730245;1
"NEB 2003 - Techno-Vert";2008-06-26;1449491.3379617;1
"NEB 2003 - Techno-Vert";2008-07-07;1450822.3028989;1
"NEB 2003 - Techno-Vert";2008-07-18;1452153.2678362;1
"NEB 2003 - Techno-Vert";2008-07-29;1453484.2327734;1
"NEB 2003 - Techno-Vert";2008-08-09;1454815.1977106;1
"NEB 2003 - Techno-Vert";2008-08-20;1456146.1626478;1
"NEB 2003 - Techno-Vert";2008-08-31;1457477.127585;1
"NEB 2003 - Techno-Vert";2008-09-11;1458808.0925222;1
"NEB 2003 - Techno-Vert";2008-09-22;1460139.0574594;1
"NEB 2003 - Techno-Vert";2008-10-03;1461470.0223967;1
"NEB 2003 - Techno-Vert";2008-10-14;1462800.9873339;1
"NEB 2003 - Techno-Vert";2008-10-25;1464131.9522711;1
"NEB 2003 - Techno-Vert";2008-11-05;1465462.9172083;1
"NEB 2003 - Techno-Vert";2008-11-16;1466793.8821455;1
"NEB 2003 - Techno-Vert";2008-11-27;1468162.7232804;1
"NEB 2003 - Techno-Vert";2008-12-08;1469632.5676091;1
"NEB 2003 - Techno-Vert";2008-12-19;1471102.4119378;1
"NEB 2003 - Techno-Vert";2008-12-30;1472572.2562665;1
"NEB 2003 - Techno-Vert";2009-01-10;1474042.1005952;1
"NEB 2003 - Techno-Vert";2009-01-21;1475511.9449239;1
"NEB 2003 - Techno-Vert";2009-02-01;1476981.7892526;1
"NEB 2003 - Techno-Vert";2009-02-12;1478451.6335814;1
"NEB 2003 - Techno-Vert";2009-02-23;1480141.2721766;1
"NEB 2003 - Techno-Vert";2009-03-06;1482014.0726605;1
"NEB 2003 - Techno-Vert";2009-03-17;1483886.8731444;1
"NEB 2003 - Techno-Vert";2009-03-28;1485458.4156115;1
"NEB 2003 - Techno-Vert";2009-04-08;1486947.1045375;1
"NEB 2003 - Techno-Vert";2009-04-19;1488736.9756154;1
"NEB 2003 - Techno-Vert";2009-04-30;1490526.8466933;1
"NEB 2003 - Techno-Vert";2009-05-11;1492316.7177713;1
"NEB 2003 - Techno-Vert";2009-05-22;1494311.4443864;1
"NEB 2003 - Techno-Vert";2009-06-02;1496664.6681917;1
"NEB 2003 - Techno-Vert";2009-06-13;1499017.891997;1
"NEB 2003 - Techno-Vert";2009-06-24;1501371.1158023;1
"NEB 2003 - Techno-Vert";2009-07-05;1503724.3396076;1
"NEB 2003 - Techno-Vert";2009-07-16;1506077.5634129;1
"NEB 2003 - Techno-Vert";2009-07-27;1508430.7872182;1
"NEB 2003 - Techno-Vert";2009-08-07;1510784.0110235;1
"NEB 2003 - Techno-Vert";2009-08-18;1513137.2348288;1
"NEB 2003 - Techno-Vert";2009-08-29;1515490.4586341;1
"NEB 2003 - Techno-Vert";2009-09-09;1517843.6824394;1
"NEB 2003 - Techno-Vert";2009-09-20;1520196.9062447;1
"NEB 2003 - Techno-Vert";2009-10-01;1522550.13005;1
"NEB 2003 - Techno-Vert";2009-10-12;1524903.3538553;1
"NEB 2003 - Techno-Vert";2009-10-23;1527256.5776606;1
"NEB 2003 - Techno-Vert";2009-11-03;1529609.8014659;1
"NEB 2003 - Techno-Vert";2009-11-14;1531963.0252712;1
"NEB 2003 - Techno-Vert";2009-11-25;1534316.2490765;1
"NEB 2003 - Techno-Vert";2009-12-06;1536669.4728818;1
"NEB 2003 - Techno-Vert";2009-12-17;1539022.6966871;1
"NEB 2003 - Techno-Vert";2009-12-28;1541375.9204924;1
"NEB 2003 - Techno-Vert";2010-01-08;1543729.1442977;1
"NEB 2003 - Techno-Vert";2010-01-19;1546082.368103;1
"NEB 2003 - Techno-Vert";2010-01-30;1548435.5919084;1
"NEB 2003 - Techno-Vert";2010-02-10;1550788.8157137;1
"NEB 2003 - Techno-Vert";2010-02-21;1553142.039519;1
"NEB 2003 - Techno-Vert";2010-03-04;1555495.2633243;1
"NEB 2003 - Techno-Vert";2010-03-15;1557848.4871296;1
"NEB 2003 - Techno-Vert";2010-03-26;1560201.7109349;1
"NEB 2003 - Techno-Vert";2010-04-06;1562554.9347402;1
"NEB 2003 - Techno-Vert";2010-04-17;1564908.1585455;1
"NEB 2003 - Techno-Vert";2010-04-28;1567261.3823508;1
"NEB 2003 - Techno-Vert";2010-05-09;1569272.3057798;1
"NEB 2003 - Techno-Vert";2010-05-20;1571283.2292088;1
"NEB 2003 - Techno-Vert";2010-05-31;1573294.1526378;1
"NEB 2003 - Techno-Vert";2010-06-11;1575305.0760668;1
"NEB 2003 - Techno-Vert";2010-06-22;1577281.2191587;1
"NEB 2003 - Techno-Vert";2010-07-03;1578909.5588792;1
"NEB 2003 - Techno-Vert";2010-07-14;1580537.8985997;1
"NEB 2003 - Techno-Vert";2010-07-25;1583764.4158025;1
"NEB 2003 - Techno-Vert";2010-08-05;1587150.7507534;1
"NEB 2003 - Techno-Vert";2010-08-16;1590537.0857044;1
"NEB 2003 - Techno-Vert";2010-08-27;1593923.4206553;1
"NEB 2003 - Techno-Vert";2010-09-07;1597309.7556063;1
"NEB 2003 - Techno-Vert";2010-09-18;1600696.0905572;1
"NEB 2003 - Techno-Vert";2010-09-29;1604795.1564281;1
"NEB 2003 - Techno-Vert";2010-10-10;1608965.495391;1
"NEB 2003 - Techno-Vert";2010-10-21;1613135.834354;1
"NEB 2003 - Techno-Vert";2010-11-01;1617306.1733169;1
"NEB 2003 - Techno-Vert";2010-11-12;1621476.5122798;1
"NEB 2003 - Techno-Vert";2010-11-23;1625646.8512427;1
"NEB 2003 - Techno-Vert";2010-12-04;1629817.1902056;1
"NEB 2003 - Techno-Vert";2010-12-15;1633987.5291685;1
"NEB 2003 - Techno-Vert";2010-12-26;1638157.8681314;1
"NEB 2003 - Techno-Vert";2011-01-06;1642328.2070944;1
"NEB 2003 - Techno-Vert";2011-01-17;1646498.5460573;1
"NEB 2003 - Techno-Vert";2011-01-28;1650668.8850202;1
"NEB 2003 - Techno-Vert";2011-02-08;1654839.2239831;1
"NEB 2003 - Techno-Vert";2011-02-19;1659009.562946;1
"NEB 2003 - Techno-Vert";2011-03-02;1663179.9019089;1
"NEB 2003 - Techno-Vert";2011-03-13;1667350.2408719;1
"NEB 2003 - Techno-Vert";2011-03-24;1671520.5798348;1
"NEB 2003 - Techno-Vert";2011-04-04;1675690.9187977;1
"NEB 2003 - Techno-Vert";2011-04-15;1679861.2577606;1
"NEB 2003 - Techno-Vert";2011-04-26;1684031.5967235;1
"NEB 2003 - Techno-Vert";2011-05-07;1688201.9356864;1
"NEB 2003 - Techno-Vert";2011-05-18;1692372.2746493;1
"NEB 2003 - Techno-Vert";2011-05-29;1696542.6136123;1
"NEB 2003 - Techno-Vert";2011-06-09;1700712.9525752;1
"NEB 2003 - Techno-Vert";2011-06-20;1704883.2915381;1
"NEB 2003 - Techno-Vert";2011-07-01;1709053.630501;1
"NEB 2003 - Techno-Vert";2011-07-12;1713223.9694639;1
"NEB 2003 - Techno-Vert";2011-07-23;1717394.3084269;1
"NEB 2003 - Techno-Vert";2011-08-03;1721564.6473898;1
"NEB 2003 - Techno-Vert";2011-08-14;1725521.4755987;1
"NEB 2003 - Techno-Vert";2011-08-25;1727343.1962682;1
"NEB 2003 - Techno-Vert";2011-09-05;1729164.9169376;1
"NEB 2003 - Techno-Vert";2011-09-16;1730796.3503564;1
"NEB 2003 - Techno-Vert";2011-09-27;1732385.4977194;1
"NEB 2003 - Techno-Vert";2011-10-08;1733974.6450825;1
"NEB 2003 - Techno-Vert";2011-10-19;1735563.7924456;1
"NEB 2003 - Techno-Vert";2011-10-30;1737117.5565983;1
"NEB 2003 - Techno-Vert";2011-11-10;1738576.9655235;1
"NEB 2003 - Techno-Vert";2011-11-21;1740087.2306096;1
"NEB 2003 - Techno-Vert";2011-12-02;1741733.1121248;1
"NEB 2003 - Techno-Vert";2011-12-13;1743378.9936399;1
"NEB 2003 - Techno-Vert";2011-12-24;1745312.2555113;1
"NEB 2003 - Techno-Vert";2012-01-04;1747748.4330061;1
"NEB 2003 - Techno-Vert";2012-01-15;1750184.6105009;1
"NEB 2003 - Techno-Vert";2012-01-26;1752620.7879957;1
"NEB 2003 - Techno-Vert";2012-02-06;1755056.9654905;1
"NEB 2003 - Techno-Vert";2012-02-17;1757493.1429853;1
"NEB 2003 - Techno-Vert";2012-02-28;1759929.3204801;1
"NEB 2003 - Techno-Vert";2012-03-10;1762365.4979749;1
"NEB 2003 - Techno-Vert";2012-03-21;1764801.6754697;1
"NEB 2003 - Techno-Vert";2012-04-01;1767237.8529645;1
"NEB 2003 - Techno-Vert";2012-04-12;1769674.0304593;1
"NEB 2003 - Techno-Vert";2012-04-23;1772110.2079541;1
"NEB 2003 - Techno-Vert";2012-05-04;1774546.3854489;1
"NEB 2003 - Techno-Vert";2012-05-15;1776982.5629437;1
"NEB 2003 - Techno-Vert";2012-05-26;1779418.7404385;1
"NEB 2003 - Techno-Vert";2012-06-06;1781854.9179333;1
"NEB 2003 - Techno-Vert";2012-06-17;1784291.0954281;1
"NEB 2003 - Techno-Vert";2012-06-28;1786727.2729229;1
"NEB 2003 - Techno-Vert";2012-07-09;1789163.4504177;1
"NEB 2003 - Techno-Vert";2012-07-20;1791599.6279125;1
"NEB 2003 - Techno-Vert";2012-07-31;1794035.8054073;1
"NEB 2003 - Techno-Vert";2012-08-11;1796471.9829021;1
"NEB 2003 - Techno-Vert";2012-08-22;1798908.1603969;1
"NEB 2003 - Techno-Vert";2012-09-02;1801344.3378918;1
"NEB 2003 - Techno-Vert";2012-09-13;1803780.5153866;1
"NEB 2003 - Techno-Vert";2012-09-24;1806216.6928814;1
"NEB 2003 - Techno-Vert";2012-10-05;1808652.8703762;1
"NEB 2003 - Techno-Vert";2012-10-16;1811089.047871;1
"NEB 2003 - Techno-Vert";2012-10-27;1813525.2253658;1
"NEB 2003 - Techno-Vert";2012-11-07;1815961.4028606;1
"NEB 2003 - Techno-Vert";2012-11-18;1818397.5803554;1
"NEB 2003 - Techno-Vert";2012-11-29;1820833.7578502;1
"NEB 2003 - Techno-Vert";2012-12-10;1823269.935345;1
"NEB 2003 - Techno-Vert";2012-12-21;1825706.1128398;1
"NEB 2003 - Techno-Vert";2013-01-01;1828142.2903346;1
"NEB 2003 - Techno-Vert";2013-01-12;1830578.4678294;1
"NEB 2003 - Techno-Vert";2013-01-23;1833014.6453242;1
"NEB 2003 - Techno-Vert";2013-02-03;1835450.822819;1
"NEB 2003 - Techno-Vert";2013-02-14;1837887.0003138;1
"NEB 2003 - Techno-Vert";2013-02-25;1840209.4836367;1
"NEB 2003 - Techno-Vert";2013-03-08;1842255.3140818;1
"NEB 2003 - Techno-Vert";2013-03-19;1844184.294634;1
"NEB 2003 - Techno-Vert";2013-03-30;1846113.2751861;1
"NEB 2003 - Techno-Vert";2013-04-10;1848042.2557383;1
"NEB 2003 - Techno-Vert";2013-04-21;1849971.2362904;1
"NEB 2003 - Techno-Vert";2013-05-02;1851900.2168426;1
"NEB 2003 - Techno-Vert";2013-05-13;1853829.1973947;1
"NEB 2003 - Techno-Vert";2013-05-24;1856380.9118282;1
"NEB 2003 - Techno-Vert";2013-06-04;1858992.6058319;1
"NEB 2003 - Techno-Vert";2013-06-15;1861604.2998356;1
"NEB 2003 - Techno-Vert";2013-06-26;1864215.9938394;1
"NEB 2003 - Techno-Vert";2013-07-07;1866827.6878431;1
"NEB 2003 - Techno-Vert";2013-07-18;1869439.3818469;1
"NEB 2003 - Techno-Vert";2013-07-29;1872051.0758506;1
"NEB 2003 - Techno-Vert";2013-08-09;1874662.7698544;1
"NEB 2003 - Techno-Vert";2013-08-20;1877274.4638581;1
"NEB 2003 - Techno-Vert";2013-08-31;1879886.1578618;1
"NEB 2003 - Techno-Vert";2013-09-11;1882497.8518656;1
"NEB 2003 - Techno-Vert";2013-09-22;1885109.5458694;1
"NEB 2003 - Techno-Vert";2013-10-03;1887721.2398731;1
"NEB 2003 - Techno-Vert";2013-10-14;1890332.9338768;1
"NEB 2003 - Techno-Vert";2013-10-25;1892944.6278806;1
"NEB 2003 - Techno-Vert";2013-11-05;1895556.3218843;1
"NEB 2003 - Techno-Vert";2013-11-16;1898168.0158881;1
"NEB 2003 - Techno-Vert";2013-11-27;1900779.7098918;1
"NEB 2003 - Techno-Vert";2013-12-08;1903391.4038955;1
"NEB 2003 - Techno-Vert";2013-12-19;1906003.0978993;1
"NEB 2003 - Techno-Vert";2013-12-30;1908614.7919031;1
"NEB 2003 - Techno-Vert";2014-01-10;1911226.4859068;1
"NEB 2003 - Techno-Vert";2014-01-21;1913838.1799105;1
"NEB 2003 - Techno-Vert";2014-02-01;1916449.8739143;1
"NEB 2003 - Techno-Vert";2014-02-12;1919061.567918;1
"NEB 2003 - Techno-Vert";2014-02-23;1921673.2619218;1
"NEB 2003 - Techno-Vert";2014-03-06;1924284.9559255;1
"NEB 2003 - Techno-Vert";2014-03-17;1926896.6499292;1
"NEB 2003 - Techno-Vert";2014-03-28;1929508.343933;1
"NEB 2003 - Techno-Vert";2014-04-08;1932120.0379368;1
"NEB 2003 - Techno-Vert";2014-04-19;1934731.7319404;1
"NEB 2003 - Techno-Vert";2014-04-30;1937343.4259442;1
"NEB 2003 - Techno-Vert";2014-05-11;1939955.119948;1
"NEB 2003 - Techno-Vert";2014-05-22;1942566.8139517;1
"NEB 2003 - Techno-Vert";2014-06-02;1945178.5079555;1
"NEB 2003 - Techno-Vert";2014-06-13;1947790.2019592;1
"NEB 2003 - Techno-Vert";2014-06-24;1950401.8959629;1
"NEB 2003 - Techno-Vert";2014-07-05;1953013.5899667;1
"NEB 2003 - Techno-Vert";2014-07-16;1955625.2839705;1
"NEB 2003 - Techno-Vert";2014-07-27;1958183.022911;1
"NEB 2003 - Techno-Vert";2014-08-07;1960695.799299;1
"NEB 2003 - Techno-Vert";2014-08-18;1963208.575687;1
"NEB 2003 - Techno-Vert";2014-08-29;1965721.352075;1
"NEB 2003 - Techno-Vert";2014-09-09;1968234.1284629;1
"NEB 2003 - Techno-Vert";2014-09-20;1970674.6830279;1
"NEB 2003 - Techno-Vert";2014-10-01;1973028.571405;1
"NEB 2003 - Techno-Vert";2014-10-12;1974899.5680367;1
"NEB 2003 - Techno-Vert";2014-10-23;1976494.626528;1
"NEB 2003 - Techno-Vert";2014-11-03;1978089.6850194;1
"NEB 2003 - Techno-Vert";2014-11-14;1979684.7435107;1
"NEB 2003 - Techno-Vert";2014-11-25;1981279.8020021;1
"NEB 2003 - Techno-Vert";2014-12-06;1982874.8604936;1
"NEB 2003 - Techno-Vert";2014-12-17;1984576.8715938;1
"NEB 2003 - Techno-Vert";2014-12-28;1986302.6499405;1
"NEB 2003 - Techno-Vert";2015-01-08;1988028.4282871;1
"NEB 2003 - Techno-Vert";2015-01-19;1989754.2066338;1
"NEB 2003 - Techno-Vert";2015-01-30;1991479.9849805;1
"NEB 2003 - Techno-Vert";2015-02-10;1993205.7633273;1
"NEB 2003 - Techno-Vert";2015-02-21;1994931.5416739;1
"NEB 2003 - Techno-Vert";2015-03-04;1996657.3200206;1
"NEB 2003 - Techno-Vert";2015-03-15;1998383.0983673;1
"NEB 2003 - Techno-Vert";2015-03-26;2000108.876714;1
"NEB 2003 - Techno-Vert";2015-04-06;2001834.6550607;1
"NEB 2003 - Techno-Vert";2015-04-17;2003560.4334074;1
"NEB 2003 - Techno-Vert";2015-04-28;2005286.2117541;1
"NEB 2003 - Techno-Vert";2015-05-09;2007011.9901008;1
"NEB 2003 - Techno-Vert";2015-05-20;2008737.7684475;1
"NEB 2003 - Techno-Vert";2015-05-31;2010463.5467941;1
"NEB 2003 - Techno-Vert";2015-06-11;2012189.3251409;1
"NEB 2003 - Techno-Vert";2015-06-22;2013915.1034876;1
"NEB 2003 - Techno-Vert";2015-07-03;2015640.8818342;1
"NEB 2003 - Techno-Vert";2015-07-14;2017366.6601809;1
"NEB 2003 - Techno-Vert";2015-07-25;2019092.4385276;1
"NEB 2003 - Techno-Vert";2015-08-05;2020818.2168743;1
"NEB 2003 - Techno-Vert";2015-08-16;2022543.995221;1
"NEB 2003 - Techno-Vert";2015-08-27;2024269.7735677;1
"NEB 2003 - Techno-Vert";2015-09-07;2025995.5519144;1
"NEB 2003 - Techno-Vert";2015-09-18;2027721.3302611;1
"NEB 2003 - Techno-Vert";2015-09-29;2029447.1086077;1
"NEB 2003 - Techno-Vert";2015-10-10;2031172.8869545;1
"NEB 2003 - Techno-Vert";2015-10-21;2032898.6653012;1
"NEB 2003 - Techno-Vert";2015-11-01;2034624.4436479;1
"NEB 2003 - Techno-Vert";2015-11-12;2036350.2219945;1
"NEB 2003 - Techno-Vert";2015-11-23;2038076.0003412;1
"NEB 2003 - Techno-Vert";2015-12-04;2039801.7786879;1
"NEB 2003 - Techno-Vert";2015-12-15;2041527.5570347;1
"NEB 2003 - Techno-Vert";2015-12-26;2043253.3353813;1
"NEB 2003 - Techno-Vert";2016-01-06;2044979.113728;1
"NEB 2003 - Techno-Vert";2016-01-17;2046597.7075859;1
"NEB 2003 - Techno-Vert";2016-01-28;2047144.456556;1
"NEB 2003 - Techno-Vert";2016-02-08;2047691.205526;1
"NEB 2003 - Techno-Vert";2016-02-19;2048237.9544962;1
"NEB 2003 - Techno-Vert";2016-03-01;2048784.7034663;1
"NEB 2003 - Techno-Vert";2016-03-12;2049331.4524364;1
"NEB 2003 - Techno-Vert";2016-03-23;2049878.2014064;1
"NEB 2003 - Techno-Vert";2016-04-03;2050424.9503765;1
"NEB 2003 - Techno-Vert";2016-04-14;2050852.4886143;1
"NEB 2003 - Techno-Vert";2016-04-25;2051094.9967249;1
"NEB 2003 - Techno-Vert";2016-05-06;2051337.5048355;1
"NEB 2003 - Techno-Vert";2016-05-17;2051580.0129461;1
"NEB 2003 - Techno-Vert";2016-05-28;2051822.5210567;1
"NEB 2003 - Techno-Vert";2016-06-08;2052786.5943983;1
"NEB 2003 - Techno-Vert";2016-06-19;2053822.824263;1
"NEB 2003 - Techno-Vert";2016-06-30;2054859.0541278;1
"NEB 2003 - Techno-Vert";2016-07-11;2055931.1141709;1
"NEB 2003 - Techno-Vert";2016-07-22;2057011.136476;1
"NEB 2003 - Techno-Vert";2016-08-02;2058091.1587812;1
"NEB 2003 - Techno-Vert";2016-08-13;2059171.1810863;1
"NEB 2003 - Techno-Vert";2016-08-24;2060251.2033913;1
"NEB 2003 - Techno-Vert";2016-09-04;2061331.2256965;1
"NEB 2003 - Techno-Vert";2016-09-15;2062411.2480016;1
"NEB 2003 - Techno-Vert";2016-09-26;2063491.2703067;1
"NEB 2003 - Techno-Vert";2016-10-07;2064571.2926118;1
"NEB 2003 - Techno-Vert";2016-10-18;2065651.3149169;1
"NEB 2003 - Techno-Vert";2016-10-29;2066731.337222;1
"NEB 2003 - Techno-Vert";2016-11-09;2067811.3595271;1
"NEB 2003 - Techno-Vert";2016-11-20;2068891.3818322;1
"NEB 2003 - Techno-Vert";2016-12-01;2069971.4041373;1
"NEB 2003 - Techno-Vert";2016-12-12;2071051.4264424;1
"NEB 2003 - Techno-Vert";2016-12-23;2072131.4487475;1
"NEB 2003 - Techno-Vert";2017-01-03;2073211.4710526;1
"NEB 2003 - Techno-Vert";2017-01-14;2074291.4933577;1
"NEB 2003 - Techno-Vert";2017-01-25;2075371.5156628;1
"NEB 2003 - Techno-Vert";2017-02-05;2076451.5379679;1
"NEB 2003 - Techno-Vert";2017-02-16;2077531.560273;1
"NEB 2003 - Techno-Vert";2017-02-27;2078611.5825782;1
"NEB 2003 - Techno-Vert";2017-03-10;2079691.6048832;1
"NEB 2003 - Techno-Vert";2017-03-21;2080771.6271883;1
"NEB 2003 - Techno-Vert";2017-04-01;2081851.6494934;1
"NEB 2003 - Techno-Vert";2017-04-12;2082931.6717986;1
"NEB 2003 - Techno-Vert";2017-04-23;2084011.6941036;1
"NEB 2003 - Techno-Vert";2017-05-04;2085091.7164087;1
"NEB 2003 - Techno-Vert";2017-05-15;2086171.7387138;1
"NEB 2003 - Techno-Vert";2017-05-26;2087251.761019;1
"NEB 2003 - Techno-Vert";2017-06-06;2088331.7833241;1
"NEB 2003 - Techno-Vert";2017-06-17;2089411.8056291;1
"NEB 2003 - Techno-Vert";2017-06-28;2090491.8279342;1
"NEB 2003 - Techno-Vert";2017-07-09;2091571.8502394;1
"NEB 2003 - Techno-Vert";2017-07-20;2092651.8725445;1
"NEB 2003 - Techno-Vert";2017-07-31;2093731.8948495;1
"NEB 2003 - Techno-Vert";2017-08-11;2094811.9171546;1
"NEB 2003 - Techno-Vert";2017-08-22;2095891.9394598;1
"NEB 2003 - Techno-Vert";2017-09-02;2098554.6432175;1
"NEB 2003 - Techno-Vert";2017-09-13;2101217.3469752;1
"NEB 2003 - Techno-Vert";2017-09-24;2103880.0507328;1
"NEB 2003 - Techno-Vert";2017-10-05;2106542.7544906;1
"NEB 2003 - Techno-Vert";2017-10-16;2109205.4582483;1
"NEB 2003 - Techno-Vert";2017-10-27;2111868.162006;1
"NEB 2003 - Techno-Vert";2017-11-07;2115225.8407293;1
"NEB 2003 - Techno-Vert";2017-11-18;2118653.0169493;1
"NEB 2003 - Techno-Vert";2017-11-29;2122080.1931692;1
"NEB 2003 - Techno-Vert";2017-12-10;2125431.2436763;1
"NEB 2003 - Techno-Vert";2017-12-21;2128765.3773584;1
"NEB 2003 - Techno-Vert";2018-01-01;2132099.5110406;1
"NEB 2003 - Techno-Vert";2018-01-12;2135433.6447227;1
"NEB 2003 - Techno-Vert";2018-01-23;2138767.7784049;1
"NEB 2003 - Techno-Vert";2018-02-03;2142101.912087;1
"NEB 2003 - Techno-Vert";2018-02-14;2145436.045769;1
"NEB 2003 - Techno-Vert";2018-02-25;2148796.3011721;1
"NEB 2003 - Techno-Vert";2018-03-08;2152226.2144977;1
"NEB 2003 - Techno-Vert";2018-03-19;2155656.1278233;1
"NEB 2003 - Techno-Vert";2018-03-30;2159086.0411489;1
